unit,cycle,op_setting_1,op_setting_2,op_setting_3,s2,s3,s4,s7,s8,s9,s11,s12,s13,s14,s15,s17,s20,s21,RUL,s2_roll_mean,s2_roll_std,s3_roll_mean,s3_roll_std,s4_roll_mean,s4_roll_std,s7_roll_mean,s7_roll_std,s8_roll_mean,s8_roll_std,s9_roll_mean,s9_roll_std,s11_roll_mean,s11_roll_std,s12_roll_mean,s12_roll_std,s13_roll_mean,s13_roll_std,s14_roll_mean,s14_roll_std,s15_roll_mean,s15_roll_std,s17_roll_mean,s17_roll_std,s20_roll_mean,s20_roll_std,s21_roll_mean,s21_roll_std
1,23,0.0034,-0.0003,100.0,642.14,1588.19,1394.75,553.98,2388.05,9046.28,47.25,521.52,2388.05,8127.9,8.424,392,38.94,23.4562,125,642.4219999999999,0.4961552176486635,1587.172,4.251578530381343,1399.806,3.8298668384161347,554.136,0.43003488230597553,2388.058,0.029495762407439875,9051.106,6.510355597045921,47.251999999999995,0.09148770409186971,521.98,0.3247306576224627,2388.0420000000004,0.023874672772656126,8130.2339999999995,2.307905977288267,8.417079999999999,0.01249347829870197,391.8,0.4472135954999373,38.956,0.11104053313993562,23.38278,0.058196666571207166
1,24,-0.001,0.0003,100.0,642.38,1590.83,1398.81,553.49,2388.12,9043.76,47.44,522.13,2388.03,8133.88,8.3891,392,39.0,23.3696,125,642.54,0.35965261016705286,1587.826,4.566057380278864,1399.498,3.8370978616657054,553.9979999999999,0.5147523676487292,2388.0739999999996,0.037815340802055813,9049.06,6.968762443935893,47.260000000000005,0.10793516572462074,522.028,0.3258373827539013,2388.042,0.023874672772656126,8131.183999999999,2.6864344399226723,8.40848,0.014246297764688871,392.0,0.0,38.996,0.06877499545619699,23.38742,0.055430064044707086
1,25,0.0023,-0.0004,100.0,642.77,1594.1,1399.39,554.0,2388.02,9054.16,47.36,522.56,2388.02,8136.61,8.3917,393,38.95,23.4288,125,642.486,0.27645976199076144,1590.4240000000002,3.3130771195365933,1398.33,2.1924871721401313,553.836,0.25948024973022904,2388.068,0.04438468204222772,9050.712,7.011303017270795,47.288,0.11300442469213501,522.126,0.40556133938024386,2388.042,0.023874672772656126,8132.564,3.4137413493120565,8.402619999999999,0.01382884666196738,392.2,0.4472135954999373,38.980000000000004,0.06819090848493098,23.38878,0.05656246104971299
1,26,0.0,0.0002,100.0,642.16,1589.08,1396.07,554.11,2388.07,9047.11,47.26,522.28,2388.06,8131.15,8.426,394,38.86,23.4149,125,642.444,0.3121377900863669,1591.0259999999998,2.4971443690737125,1397.9180000000001,2.4210989240423455,553.842,0.26677706048320443,2388.06,0.03807886552931999,9050.504,7.120879861364814,47.31,0.08717797887081212,522.098,0.38447366619822204,2388.0380000000005,0.016431676725043188,8131.99,3.348380205412987,8.406839999999999,0.017445142590422808,392.6,0.8944271909999004,38.934000000000005,0.050793700396814724,23.40974,0.03568035874259935
1,27,-0.0012,-0.0004,100.0,642.44,1590.47,1401.84,554.07,2388.02,9047.96,47.37,522.0,2388.13,8134.6,8.4046,393,38.99,23.4472,125,642.3779999999999,0.25577333715619627,1590.5339999999999,2.259232170450143,1398.172,2.8050525841771847,553.9300000000001,0.25149552679927534,2388.0559999999996,0.04159326868628129,9047.854000000001,3.859038740415629,47.336,0.08018728078691201,522.098,0.38447366619822204,2388.058,0.04324349662114494,8132.8279999999995,3.3782791477325285,8.407079999999999,0.01739416568853421,392.8,0.836660026534056,38.948,0.05540758070878925,23.42334,0.034051842828264976
1,28,-0.0024,0.0005,100.0,642.35,1582.84,1399.13,554.68,2388.12,9049.84,47.41,522.57,2388.08,8127.3,8.4323,390,39.01,23.2841,125,642.4200000000001,0.221923410211745,1589.464,4.135073155338091,1399.048,2.052076996606024,554.0699999999999,0.4227883631322133,2388.07,0.04999999999970612,9048.566,3.8242881690612314,47.367999999999995,0.06833739825306503,522.308,0.2546958971006842,2388.064,0.04393176527332322,8132.7080000000005,3.6004402508585898,8.40874,0.019660951146884455,392.4,1.5165750888102927,38.962,0.061400325732039074,23.38892,0.06523501360466044
1,29,0.0012,-0.0001,100.0,641.91,1584.83,1400.99,554.25,2388.05,9050.47,47.24,522.41,2388.06,8133.06,8.4189,393,38.93,23.3597,125,642.326,0.3206711711395361,1588.264,4.49453334618827,1399.484,2.214064136379054,554.222,0.27179036038830645,2388.0559999999996,0.04159326868628129,9049.908,2.739684288382051,47.327999999999996,0.0739594483483945,522.3639999999999,0.23586012804186432,2388.07,0.040000000000534185,8132.544,3.5520599657103347,8.4147,0.016478015657236857,392.6,1.5165750888102927,38.948,0.05848076606886161,23.38694,0.06611235134224297
1,30,-0.0022,0.0,100.0,642.2,1593.52,1396.08,554.37,2388.07,9045.62,47.4,522.19,2388.0,8137.86,8.4065,390,39.05,23.411,125,642.212,0.20315019074562488,1588.148,4.309950115720436,1398.8220000000001,2.692372559658037,554.296,0.24531612258474703,2388.0660000000003,0.03646916505738592,9048.2,1.9839732861179016,47.336,0.08018728078690862,522.29,0.21621748310420486,2388.066,0.04669047012010839,8132.794,3.9333039546928816,8.41766,0.012047115837416649,392.0,1.8708286933869573,38.968,0.07429670248402649,23.38338,0.0637311305407344
1,31,0.0014,0.0005,100.0,642.02,1584.18,1396.9,554.13,2388.08,9058.78,47.41,521.95,2388.06,8125.28,8.4104,392,38.94,23.3353,125,642.184,0.22097511172071788,1587.168,4.592849877799063,1398.9879999999998,2.4989137640181727,554.3,0.24166091947192858,2388.068,0.03701351104632494,9050.534,4.981343192352937,47.366,0.07231873892703962,522.224,0.2649150807332705,2388.0660000000003,0.04669047012010839,8131.62,5.214153814378762,8.414539999999999,0.011346937912941538,391.6,1.5165750888102927,38.983999999999995,0.049799598391947815,23.36746,0.06383097210602384
1,32,0.0005,-0.0003,100.0,642.33,1591.38,1400.36,554.96,2388.04,9050.97,47.25,521.92,2388.07,8129.7,8.4148,392,39.02,23.4999,125,642.162,0.19279522815666117,1587.35,4.770985223200652,1398.6920000000002,2.13826331400021,554.478,0.3383341543504766,2388.072,0.031144823004230864,9051.136,4.769898321766586,47.342,0.08871302046485678,522.208,0.28358420266285556,2388.054,0.03130495168522643,8130.640000000001,4.968742295591201,8.41658,0.009943188623381368,391.4,1.3416407864998596,38.99,0.05244044240849919,23.378,0.0820426718238757
1,33,-0.0042,-0.0004,100.0,642.71,1588.4,1402.43,554.61,2388.04,9047.13,47.28,521.91,2388.08,8134.42,8.3753,392,38.83,23.3506,125,642.234,0.31133583153887157,1588.462,4.050582674134472,1399.3519999999999,2.733655062366046,554.464,0.3292111784251158,2388.0559999999996,0.018165902124839088,9050.594000000001,5.096747001764894,47.316,0.08264381404557218,522.076,0.21927152117851353,2388.054,0.03130495168522643,8132.064,4.789246287256701,8.40518,0.017339175297579997,391.8,1.0954451150103188,38.95399999999999,0.08619744775804376,23.3913,0.06703189539316486
1,34,0.0015,-0.0001,100.0,642.54,1581.47,1400.48,554.3,2388.03,9046.46,47.47,521.7,2388.09,8126.61,8.4349,392,38.81,23.3092,125,642.36,0.2724885318687962,1587.7900000000002,4.976635409591353,1399.25,2.6659332324721547,554.4739999999999,0.3217607807052567,2388.052,0.02167948338908908,9049.792,5.425999447107449,47.362,0.09311283477586305,521.934,0.17415510328427553,2388.0600000000004,0.03535533905958382,8130.774,5.295779451600811,8.40838,0.021485041307854304,391.6,0.8944271909999004,38.92999999999999,0.108397416943402,23.3812,0.07616577315303825
1,35,0.0003,0.0002,100.0,642.44,1590.0,1403.0,554.3,2388.04,9045.76,47.31,521.75,2388.01,8140.17,8.443,391,39.13,23.4164,125,642.408,0.2580116276450144,1587.086,4.142484761589219,1400.634,2.390874317064631,554.46,0.3288616730481997,2388.046,0.019493588690472075,9049.82,5.399384224151092,47.344,0.09262828941526384,521.846,0.11282730166041091,2388.0620000000004,0.03114482300497918,8131.236,6.107113065925607,8.41568,0.026339077432594154,391.8,0.4472135954999174,38.946000000000005,0.13352902306240932,23.38228,0.0767301570440207
1,36,-0.0004,-0.0002,100.0,642.54,1581.72,1405.54,554.53,2388.01,9044.56,47.25,522.32,2388.04,8132.48,8.4246,392,38.86,23.4308,125,642.5120000000001,0.1406058320271592,1586.594,4.684536263068014,1402.362,2.124928234082061,554.54,0.27230497608390297,2388.032,0.013038404813078996,9046.975999999999,2.426814784865551,47.312,0.09176055797563237,521.92,0.24361855430148657,2388.058,0.032710854467772776,8132.676000000001,5.120862232085765,8.418520000000001,0.026392934660628208,391.8,0.4472135954999174,38.93,0.13910427743244383,23.40138,0.07394776534825383
1,37,-0.0004,-0.0,100.0,641.99,1579.11,1398.9,554.63,2388.07,9055.44,47.29,522.29,2388.04,8131.95,8.4142,392,38.99,23.4352,125,642.4440000000001,0.27171676429701885,1584.14,4.763753771974412,1402.0700000000002,2.530434745256039,554.4739999999999,0.1631870092870167,2388.038,0.021679483389886168,9047.869999999999,4.337303309665625,47.32,0.08660254037843808,521.994,0.29449957555129763,2388.052,0.032710854467725856,8133.125999999999,4.887507544751593,8.4184,0.026415431096239787,391.8,0.4472135954999174,38.924,0.13483323032547484,23.38844,0.05584234952077244
1,38,-0.0018,-0.0002,100.0,641.93,1589.6,1399.5,554.7,2388.08,9055.27,47.27,522.42,2388.08,8136.61,8.4158,392,39.06,23.4768,125,642.288,0.3029356367283689,1584.3799999999999,5.053449317050672,1401.484,2.755481809048871,554.492,0.1853914776899031,2388.0460000000003,0.028809720582217275,9049.498,5.390020408126298,47.318,0.08786353054594997,522.096,0.3425346697778518,2388.052,0.032710854467725856,8133.564,5.124829753270328,8.4265,0.012371337841970241,391.8,0.4472135954999174,38.970000000000006,0.13397761006974326,23.41368,0.06257756786581481
1,39,-0.003,-0.0001,100.0,642.01,1583.21,1400.69,553.97,2388.02,9051.76,47.12,522.23,2388.05,8131.81,8.414,392,38.7,23.3699,125,642.182,0.28490349243209595,1584.728,4.859132638650628,1401.526,2.7378970031758296,554.426,0.2963612660251403,2388.0440000000003,0.030495901364509494,9050.558,5.159420510096269,47.248000000000005,0.07496665925598262,522.202,0.26185874054492136,2388.044,0.02509980079600624,8134.603999999999,3.686662447255913,8.422320000000001,0.012354432402994832,391.8,0.4472135954999174,38.948,0.17079227148791376,23.425819999999998,0.03849522048256015
1,40,-0.0,-0.0004,100.0,642.24,1582.08,1401.77,554.57,2388.06,9052.98,47.33,521.84,2388.01,8131.03,8.3784,392,38.84,23.3769,125,642.142,0.25173398658105123,1583.1439999999998,3.908878355743512,1401.28,2.6252904601204086,554.48,0.29223278392409446,2388.048,0.03114482300514617,9052.001999999999,4.441229559477981,47.251999999999995,0.07949842765742174,522.22,0.22327113561712122,2388.044,0.02509980079600624,8132.776,2.205171195168124,8.4094,0.017868967513547735,392.0,0.0,38.89,0.1400000000000139,23.417920000000002,0.04449693247855216
1,41,0.0033,0.0004,100.0,642.4,1591.31,1403.21,553.72,2388.06,9048.99,47.09,522.07,2388.03,8138.08,8.437,392,39.13,23.4444,125,642.114,0.19856988694155817,1585.062,5.18120352813901,1400.8139999999999,1.7363841740811277,554.318,0.4431365478044108,2388.058,0.022803508501979458,9052.888,2.676839554393451,47.22,0.10770329614270492,522.17,0.22327113561717055,2388.0420000000004,0.02588435821104627,8133.895999999999,3.2102928215358375,8.41188,0.021078235220250444,392.0,0.0,38.944,0.17357995275953086,23.42064,0.04587540735514921
1,42,0.0005,-0.0004,100.0,642.12,1584.66,1401.38,553.94,2388.08,9057.06,47.49,522.23,2388.05,8130.88,8.4137,392,39.0,23.375,125,642.14,0.18641351882306229,1586.172,4.060612022835963,1401.31,1.3681191468580858,554.1800000000001,0.428893926280157,2388.06,0.024494897427700425,9053.212,3.1236949274792005,47.260000000000005,0.16309506430300796,522.158,0.21672563300124606,2388.0440000000003,0.026076809620783615,8133.681999999999,3.402362414558919,8.41178,0.02106565925861823,392.0,0.0,38.946000000000005,0.17429859437184442,23.4086,0.048898926368589786
1,43,-0.0027,0.0005,100.0,642.24,1591.52,1406.05,553.68,2388.03,9057.88,47.32,522.74,2388.09,8127.22,8.4068,392,38.99,23.3148,125,642.202,0.14635573101190963,1586.556,4.5295397117146505,1402.6200000000001,2.1270872102478533,553.976,0.35613199800078055,2388.05,0.02449489742816455,9053.734,3.7155860910429674,47.269999999999996,0.1653783540854184,522.222,0.3307113545068625,2388.046,0.02966479394846586,8131.803999999999,3.932369514680935,8.409980000000001,0.021020751651646886,392.0,0.0,38.932,0.1654388104406026,23.3762,0.045996793366498784
1,44,-0.0001,0.0002,100.0,641.93,1586.94,1401.2,554.15,2388.04,9046.87,47.45,522.3,2388.0,8131.45,8.4201,392,39.06,23.4753,125,642.1859999999999,0.1742985943719324,1587.3020000000001,4.130256650621133,1402.722,2.020982434362079,554.012,0.36437617924341603,2388.054,0.019493588689756196,9052.756,4.838845936786692,47.336,0.1561409619542556,522.236,0.33261088376623305,2388.036,0.035777087639941065,8131.732000000001,3.935526648365054,8.4112,0.02148429659077081,392.0,0.0,39.004000000000005,0.10737783756435836,23.397280000000002,0.06328923289154756
1,45,-0.0013,-0.0,100.0,642.53,1582.42,1399.16,553.83,2388.08,9060.32,47.45,521.73,2388.05,8128.31,8.4099,393,38.79,23.3943,125,642.244,0.23458473948672304,1587.3700000000001,4.024226633776939,1402.2,2.5863391115629044,553.8639999999999,0.18928814014616652,2388.058,0.02280350850188972,9054.224,5.9170626158544835,47.36,0.16401219466856587,522.214,0.36719204784385134,2388.0440000000003,0.032863353450413274,8131.188,4.23352926055639,8.4175,0.011976017702063897,392.2,0.4472135954999174,38.99400000000001,0.12700393694684603,23.40076,0.06236002726106315
1,46,0.0003,0.0001,100.0,642.43,1588.29,1401.27,553.76,2388.06,9060.38,47.2,522.02,2388.08,8128.71,8.3977,393,38.93,23.3745,125,642.25,0.23989581071801885,1586.766,3.474058145742463,1401.8120000000001,2.5420798571248646,553.8720000000001,0.18240065789354165,2388.058,0.02280350850188972,9056.501999999999,5.581256131008347,47.382000000000005,0.12029131306956026,522.204,0.3727331485121387,2388.054,0.03507135583370187,8129.314,1.786933126889403,8.40964,0.008315527644123744,392.4,0.5477225575051375,38.954,0.10261578825892312,23.386779999999998,0.05779928200246433
1,47,0.0,0.0005,100.0,642.21,1580.32,1402.89,554.38,2388.06,9052.04,47.22,521.84,2388.05,8126.21,8.3973,392,38.99,23.4873,125,642.268,0.23091123835808852,1585.898,4.517324429349703,1402.114,2.567494888018309,553.96,0.29487285395579194,2388.054,0.019493588689756196,9055.498,5.898298059603777,47.328,0.12029131306956824,522.126,0.4053146925535803,2388.054,0.03507135583370187,8128.38,1.9744113046598937,8.406360000000001,0.00946826277625388,392.4,0.5477225575051375,38.952,0.10158740079360376,23.40924,0.07212189681366177
